-1.2255,-0.7221
-0.6158,-0.4092
-0.2882,-0.2144
-0.0804,-0.0675
0.0821,0.0632
0.2285,0.1941
0.3729,0.34
0.5329999999999999,0.5142
0.7502,0.7965
